id,id_conversacion,creado_en,fecha,hora,huso_horario,id_usuario,nombre_usuario,nombre,lugar,tweet,etiquetas,respuestas,menciones,urls,fotos,cantidad_respuestas,cantidad_retweets,cantidad_likes,ubucacion,hashtags,enlaces,retweet,url_gif,muestra_gif,url_video,muestra_video,estado_es_cita,id_cita,url_cita,es_respuesta_a,tiene_tweet_padre
1177604582349906e3,1177604582349906e3,1569597785000,2019-09-27,12:23:05,Argentina Standard Time,21828411,ledell,Erin LeDell,NA,#SuperLearner en Español! 😍 Presentado por @_DaniPrina_. 💯 #LatinR2019 @h2oai pic.twitter.com/WvBENI5nHC,[],"[{'id': 21828411, 'id_str': '21828411', 'screen_name': 'ledell'}, {'id': 1128468059512086528, 'id_str': '1128468059512086528', 'screen_name': '_DaniPrina_'}, {'id': 481867656, 'id_str': '481867656', 'screen_name': 'h2oai'}]","['_daniprina_', 'h2oai']",[],"['https://pbs.twimg.com/media/EFexGYJXUAE1S-a.jpg', 'https://pbs.twimg.com/media/EFexGYIW4AASIhK.jpg', 'https://pbs.twimg.com/media/EFexGYKWoAMjnnv.jpg', 'https://pbs.twimg.com/media/EFexGZBWkAEHLmt.jpg']",3,6,41,NA,"['#superlearner', '#latinr2019']",https://twitter.com/ledell/status/1177604582349905920,NA,NA,NA,NA,NA,0,0,NA,0,0
1177604406428209200,1177604406428209200,1569597743000,2019-09-27,12:22:23,Argentina Standard Time,269394117,mirefresa,mirelys diaz,NA,Muy buena la presentación Aula Magna B @LatinR_Conf #LatinR2019 @pachamaltese @datasketch @javierfajnolla @PaobCorrales @mrqtsp 👏🏼👏🏼🇨🇱🇨🇴🇪🇸🇦🇷 pic.twitter.com/RI3BuUvSph,[],"[{'id': 269394117, 'id_str': '269394117', 'screen_name': 'mirefresa'}, {'id': 943420740891791362, 'id_str': '943420740891791362', 'screen_name': 'LatinR_Conf'}, {'id': 2300614526, 'id_str': '2300614526', 'screen_name': 'pachamaltese'}, {'id': 3416359102, 'id_str': '3416359102', 'screen_name': 'datasketch'}, {'id': 300469942, 'id_str': '300469942', 'screen_name': 'javierfajnolla'}, {'id': 221697607, 'id_str': '221697607', 'screen_name': 'PaobCorrales'}, {'id': 1025221968654729216, 'id_str': '1025221968654729216', 'screen_name': 'mrqtsp'}]","['latinr_conf', 'pachamaltese', 'datasketch', 'javierfajnolla', 'paobcorrales', 'mrqtsp']",[],"['https://pbs.twimg.com/media/EFew9iEWsAA7GGG.jpg', 'https://pbs.twimg.com/media/EFew9iKXkAECSGA.jpg', 'https://pbs.twimg.com/media/EFew9i3XUAk99So.jpg', 'https://pbs.twimg.com/media/EFew9kFWkAAqz8q.jpg']",2,1,12,NA,['#latinr2019'],https://twitter.com/mirefresa/status/1177604406428209153,NA,NA,NA,NA,NA,0,0,NA,0,0
1177603473770025e3,1177603473770025e3,1569597521000,2019-09-27,12:18:41,Argentina Standard Time,943420740891791400,latinr_conf,LatinR,NA,.@mrqtsp presenta InHostShiny: aplicación Shiny para el ajuste y análisis de modelos compartimentales in-host para infecciones virales en poblaciones celulares en #LatinR2019  pic.twitter.com/pts7DysnLV,[],"[{'id': 943420740891791362, 'id_str': '943420740891791362', 'screen_name': 'LatinR_Conf'}, {'id': 1025221968654729216, 'id_str': '1025221968654729216', 'screen_name': 'mrqtsp'}]",['mrqtsp'],[],['https://pbs.twimg.com/media/EFewGuJXYAAqJHb.jpg'],0,3,11,NA,['#latinr2019'],https://twitter.com/LatinR_Conf/status/1177603473770024961,NA,NA,NA,NA,NA,0,0,NA,0,0
1177602401894879200,1177602401894879200,1569597266000,2019-09-27,12:14:26,Argentina Standard Time,2726856502,cantoflor_87,Florencia,NA,@PaobCorrales presenta el paquete rvad en #LatinR2019 👏🏼👏🏼👏🏼👏🏼  pic.twitter.com/82Ts3DfFkD,[],"[{'id': 2726856502, 'id_str': '2726856502', 'screen_name': 'cantoflor_87'}, {'id': 221697607, 'id_str': '221697607', 'screen_name': 'PaobCorrales'}]",['paobcorrales'],[],['https://pbs.twimg.com/media/EFevILlW4AAqjFQ.jpg'],0,1,7,NA,['#latinr2019'],https://twitter.com/cantoflor_87/status/1177602401894879232,NA,NA,NA,NA,NA,0,0,NA,0,0
1177601134120329200,1177601134120329200,1569596963000,2019-09-27,12:09:23,Argentina Standard Time,244371808,zjbb,ZulemmaBazurtoBlacio,NA,Justo hoy me entero que @PaobCorrales es Meteoróloga y estoy muy contenta de conocerla! El mundo científico en Latinoamérica tiene un futuro brillante! Felicitaciones Pao por tu presentación de hoy y gracias por ser científica!! #LatinR2019 #rladiesLatAm,[],"[{'id': 244371808, 'id_str': '244371808', 'screen_name': 'Zjbb'}, {'id': 221697607, 'id_str': '221697607', 'screen_name': 'PaobCorrales'}]",['paobcorrales'],[],[],1,2,4,NA,"['#latinr2019', '#rladieslatam']",https://twitter.com/Zjbb/status/1177601134120329218,NA,NA,NA,NA,NA,0,0,NA,0,0
1177600399668387800,1177600399668387800,1569596788000,2019-09-27,12:06:28,Argentina Standard Time,982076064397574100,rladiesgye,R-Ladies Guayaquil,NA,Ahora @PaobCorrales de @RLadiesBA nos habla sobre el paquete rvad: perfiles verticales de viento a partir de datos de radares meteorológicos desarrollado junto a   @d_olivaw #LatinR2019  pic.twitter.com/1v6wdotV2u,[],"[{'id': 982076064397574145, 'id_str': '982076064397574145', 'screen_name': 'RLadiesGye'}, {'id': 221697607, 'id_str': '221697607', 'screen_name': 'PaobCorrales'}, {'id': 817133222484176896, 'id_str': '817133222484176896', 'screen_name': 'RLadiesBA'}, {'id': 56458354, 'id_str': '56458354', 'screen_name': 'd_olivaw'}]","['paobcorrales', 'rladiesba', 'd_olivaw']",[],['https://pbs.twimg.com/media/EFetUJEX4AAMUwE.jpg'],0,2,2,NA,['#latinr2019'],https://twitter.com/RLadiesGye/status/1177600399668387847,NA,NA,NA,NA,NA,0,0,NA,0,0
1177600289861488600,1177600289861488600,1569596762000,2019-09-27,12:06:02,Argentina Standard Time,943420740891791400,latinr_conf,LatinR,NA,".@PPicardo presentando ""Predicción de precios de la vivienda"". La presentación en este enlace  https://drive.google.com/file/d/1nlqZC36kTtUC79rWla06JY3oduny0zxP/view?usp=sharing … #LatinR2019  pic.twitter.com/y5PfAReU5U",[],"[{'id': 943420740891791362, 'id_str': '943420740891791362', 'screen_name': 'LatinR_Conf'}, {'id': 941886614, 'id_str': '941886614', 'screen_name': 'PPicardo'}]",['ppicardo'],['https://drive.google.com/file/d/1nlqZC36kTtUC79rWla06JY3oduny0zxP/view?usp=sharing'],"['https://pbs.twimg.com/media/EFetMe6XUAEy7fw.jpg', 'https://pbs.twimg.com/media/EFetNrTW4AArZRt.jpg']",0,3,15,NA,['#latinr2019'],https://twitter.com/LatinR_Conf/status/1177600289861488645,NA,NA,NA,NA,NA,0,0,NA,0,0
1177600274459873300,1177600274459873300,1569596758000,2019-09-27,12:05:58,Argentina Standard Time,943420740891791400,latinr_conf,LatinR,NA,@PaobCorrales nos cuenta sobre el paquete rvad en #LatinR2019  pic.twitter.com/cdPT24uHA8,[],"[{'id': 943420740891791362, 'id_str': '943420740891791362', 'screen_name': 'LatinR_Conf'}, {'id': 221697607, 'id_str': '221697607', 'screen_name': 'PaobCorrales'}]",['paobcorrales'],[],['https://pbs.twimg.com/media/EFetMlcWoAEb2bg.jpg'],0,0,0,NA,['#latinr2019'],https://twitter.com/LatinR_Conf/status/1177600274459873280,NA,NA,NA,NA,NA,0,0,NA,0,0
1177600069903818800,1177600069903818800,1569596710000,2019-09-27,12:05:10,Argentina Standard Time,56458354,d_olivaw,Elio Campitelli,NA,. @PaobCorrales presenta el paquete rvad para obtener perfiles de viento a partir de datos de radar. #rstats #latinr2019  pic.twitter.com/9iOh8BmmmD,[],"[{'id': 56458354, 'id_str': '56458354', 'screen_name': 'd_olivaw'}, {'id': 221697607, 'id_str': '221697607', 'screen_name': 'PaobCorrales'}]",['paobcorrales'],[],"['https://pbs.twimg.com/media/EFetAYqXoAAGqqA.jpg', 'https://pbs.twimg.com/media/EFetBGAWkAEk7TU.jpg']",1,3,6,NA,"['#rstats', '#latinr2019']",https://twitter.com/d_olivaw/status/1177600069903818753,NA,NA,NA,NA,NA,0,0,NA,0,0
1177598025046343700,1177598025046343700,1569596222000,2019-09-27,11:57:02,Argentina Standard Time,943420740891791400,latinr_conf,LatinR,NA,"En el Aula magna B @PaobCorrales y @d_olivaw  presentan ""rvad: perfiles verticales de viento a patir de datos de radares meteorológicos"" en #LatinR2019  pic.twitter.com/ThuyxUpFVv",[],"[{'id': 943420740891791362, 'id_str': '943420740891791362', 'screen_name': 'LatinR_Conf'}, {'id': 221697607, 'id_str': '221697607', 'screen_name': 'PaobCorrales'}, {'id': 56458354, 'id_str': '56458354', 'screen_name': 'd_olivaw'}]","['paobcorrales', 'd_olivaw']",[],['https://pbs.twimg.com/media/EFerHQMWkAENgtX.jpg'],0,1,4,NA,['#latinr2019'],https://twitter.com/LatinR_Conf/status/1177598025046343682,NA,NA,NA,NA,NA,0,0,NA,0,0
1177597691213373400,1177597691213373400,1569596142000,2019-09-27,11:55:42,Argentina Standard Time,943420740891791400,latinr_conf,LatinR,NA,El link a las diapositivas de @_DaniPrina_ en el siguiente link  https://docs.google.com/presentation/d/1PX_eauNorhryDHlqmPmfCzUNsMzvJ1OlvkLpaQrb1a4/edit?usp=sharing … #LatinR2019  pic.twitter.com/Hwf0TlUWDv,[],"[{'id': 943420740891791362, 'id_str': '943420740891791362', 'screen_name': 'LatinR_Conf'}, {'id': 1128468059512086528, 'id_str': '1128468059512086528', 'screen_name': '_DaniPrina_'}]",['_daniprina_'],['https://docs.google.com/presentation/d/1PX_eauNorhryDHlqmPmfCzUNsMzvJ1OlvkLpaQrb1a4/edit?usp=sharing'],['https://pbs.twimg.com/media/EFeq1YBWoAA08kc.jpg'],0,2,7,NA,['#latinr2019'],https://twitter.com/LatinR_Conf/status/1177597691213373441,NA,NA,NA,NA,NA,0,0,NA,0,0
1.1775976898208481e+018,1.1775976898208481e+018,1569596142000,2019-09-27,11:55:42,Argentina Standard Time,817133222484176900,rladiesba,R-Ladies BuenosAires,NA,Día de presentaciones de #rladies en #LatinR2019 @LatinR_Conf @PaobCorrales @_DaniPrina_ @anadiedrichs @RLadiesMza pic.twitter.com/xoqxn0ho5b,[],"[{'id': 817133222484176896, 'id_str': '817133222484176896', 'screen_name': 'RLadiesBA'}, {'id': 943420740891791362, 'id_str': '943420740891791362', 'screen_name': 'LatinR_Conf'}, {'id': 221697607, 'id_str': '221697607', 'screen_name': 'PaobCorrales'}, {'id': 1128468059512086528, 'id_str': '1128468059512086528', 'screen_name': '_DaniPrina_'}, {'id': 219330417, 'id_str': '219330417', 'screen_name': 'anadiedrichs'}, {'id': 964237278838231040, 'id_str': '964237278838231040', 'screen_name': 'RLadiesMza'}]","['latinr_conf', 'paobcorrales', '_daniprina_', 'anadiedrichs', 'rladiesmza']",[],"['https://pbs.twimg.com/media/EFeqyztWkAImFKD.jpg', 'https://pbs.twimg.com/media/EFeq0P5XkAAM8rN.jpg', 'https://pbs.twimg.com/media/EFeq2uYWwAAssuV.jpg']",0,1,8,NA,"['#rladies', '#latinr2019']",https://twitter.com/RLadiesBA/status/1177597689820848128,NA,NA,NA,NA,NA,0,0,NA,0,0
1177597391823872e3,1177597391823872e3,1569596071000,2019-09-27,11:54:31,Argentina Standard Time,219330417,anadiedrichs,Ana Laura Diedrichs,NA,@_DaniPrina_ exponiendo los resultados de su modelo #machinelearning entrenado con @h2oai en @LatinR_Conf #LatinR2019  pic.twitter.com/kvQROyB7tr,[],"[{'id': 219330417, 'id_str': '219330417', 'screen_name': 'anadiedrichs'}, {'id': 1128468059512086528, 'id_str': '1128468059512086528', 'screen_name': '_DaniPrina_'}, {'id': 481867656, 'id_str': '481867656', 'screen_name': 'h2oai'}, {'id': 943420740891791362, 'id_str': '943420740891791362', 'screen_name': 'LatinR_Conf'}]","['_daniprina_', 'h2oai', 'latinr_conf']",[],"['https://pbs.twimg.com/media/EFeqgnHX4AA0sm6.jpg', 'https://pbs.twimg.com/media/EFeqjMwXkAAE1b3.jpg']",1,4,6,NA,"['#machinelearning', '#latinr2019']",https://twitter.com/anadiedrichs/status/1177597391823872000,NA,NA,NA,NA,NA,0,0,NA,0,0
1177596866093031400,1177596866093031400,1569595946000,2019-09-27,11:52:26,Argentina Standard Time,982076064397574100,rladiesgye,R-Ladies Guayaquil,NA,En el aula magna B se desarrolla la charla acerca de aplicaciones web para evaluar escenarios de cambio climático! Presentado por @javierfajnolla en #LatinR2019. Genial!!  pic.twitter.com/WnI2ogGHue,[],"[{'id': 982076064397574145, 'id_str': '982076064397574145', 'screen_name': 'RLadiesGye'}, {'id': 300469942, 'id_str': '300469942', 'screen_name': 'javierfajnolla'}]",['javierfajnolla'],[],['https://pbs.twimg.com/media/EFeqGcHXkAAmzh_.jpg'],0,1,2,NA,['#latinr2019'],https://twitter.com/RLadiesGye/status/1177596866093031425,NA,NA,NA,NA,NA,0,0,NA,0,0
1177596700439044e3,1177596700439044e3,1569595906000,2019-09-27,11:51:46,Argentina Standard Time,943420740891791400,latinr_conf,LatinR,NA,@javierfajnolla nos muestra la shiny desarrollada para evaluar escenarios de cambio climático en #LatinR2019  pic.twitter.com/FLtOzTdbU8,[],"[{'id': 943420740891791362, 'id_str': '943420740891791362', 'screen_name': 'LatinR_Conf'}, {'id': 300469942, 'id_str': '300469942', 'screen_name': 'javierfajnolla'}]",['javierfajnolla'],[],['https://pbs.twimg.com/media/EFep8o4W4AMLKe7.jpg'],0,0,1,NA,['#latinr2019'],https://twitter.com/LatinR_Conf/status/1177596700439044096,NA,NA,NA,NA,NA,0,0,NA,0,0
1177596698929053700,1177596698929053700,1569595906000,2019-09-27,11:51:46,Argentina Standard Time,881698125668331500,rladiessantiago,R-Ladies Santiago,NA,Muy orgullosas de @saryace presentando el trabajo de su laboratorio en #LatinR2019 💜  https://twitter.com/LatinR_Conf/status/1177590272684937222 …,[],"[{'id': 881698125668331522, 'id_str': '881698125668331522', 'screen_name': 'RLadiesSantiago'}, {'id': 250129147, 'id_str': '250129147', 'screen_name': 'saryace'}]",['saryace'],['https://twitter.com/LatinR_Conf/status/1177590272684937222'],[],1,2,11,NA,['#latinr2019'],https://twitter.com/RLadiesSantiago/status/1177596698929053696,NA,NA,NA,NA,NA,1,1177590272684937200,https://twitter.com/LatinR_Conf/status/1177590272684937222,0,0
1177594167163273200,1177594167163273200,1569595302000,2019-09-27,11:41:42,Argentina Standard Time,943420740891791400,latinr_conf,LatinR,NA,"En estos momentos en el aula magna B se presenta la charla ""GCM compareR: una aplicación web para evaluar escenarios de cambio climático"" en #LatinR2019  pic.twitter.com/COeGl6vFUR",[],"[{'id': 943420740891791362, 'id_str': '943420740891791362', 'screen_name': 'LatinR_Conf'}]",[],[],['https://pbs.twimg.com/media/EFenpBsXkAQfsiN.jpg'],0,2,16,NA,['#latinr2019'],https://twitter.com/LatinR_Conf/status/1177594167163273216,NA,NA,NA,NA,NA,0,0,NA,0,0
1177594110598963200,1177594110598963200,1569595289000,2019-09-27,11:41:29,Argentina Standard Time,943420740891791400,latinr_conf,LatinR,NA,.@_DaniPrina_ hablando de #SuperLearning en #LatinR2019  pic.twitter.com/R7wURo69Ih,[],"[{'id': 943420740891791362, 'id_str': '943420740891791362', 'screen_name': 'LatinR_Conf'}, {'id': 1128468059512086528, 'id_str': '1128468059512086528', 'screen_name': '_DaniPrina_'}]",['_daniprina_'],[],"['https://pbs.twimg.com/media/EFenmPrXUAEUkzM.jpg', 'https://pbs.twimg.com/media/EFenmd2WsAEdV7k.jpg']",0,0,8,NA,"['#superlearning', '#latinr2019']",https://twitter.com/LatinR_Conf/status/1177594110598963201,NA,NA,NA,NA,NA,0,0,NA,0,0
1177593156583473200,1177593156583473200,1569595061000,2019-09-27,11:37:41,Argentina Standard Time,943420740891791400,latinr_conf,LatinR,NA,"Si te interesa conocer más sobre el proyecto de @datasketch, podes acceder acá ⬇️⬇️ #LatinR2019 #SavetheData pic.twitter.com/0AWj4Fv4Ac",[],"[{'id': 943420740891791362, 'id_str': '943420740891791362', 'screen_name': 'LatinR_Conf'}, {'id': 3416359102, 'id_str': '3416359102', 'screen_name': 'datasketch'}]",['datasketch'],[],['https://pbs.twimg.com/media/EFemuVNWwAAQt5h.jpg'],0,0,3,NA,"['#latinr2019', '#savethedata']",https://twitter.com/LatinR_Conf/status/1177593156583473153,NA,NA,NA,NA,NA,0,0,NA,0,0
1177593063268638700,1177593063268638700,1569595039000,2019-09-27,11:37:19,Argentina Standard Time,2726856502,cantoflor_87,Florencia,NA,Interesting project! Tools for shiny apps Internationalization #Latam  https://github.com/jpmarindiaz/shi18ny … #LatinR2019,[],"[{'id': 2726856502, 'id_str': '2726856502', 'screen_name': 'cantoflor_87'}]",[],['https://github.com/jpmarindiaz/shi18ny'],[],0,4,10,NA,"['#latam', '#latinr2019']",https://twitter.com/cantoflor_87/status/1177593063268638726,NA,NA,NA,NA,NA,0,0,NA,0,0
1177592087962931200,1177592087962931200,1569594807000,2019-09-27,11:33:27,Argentina Standard Time,943420740891791400,latinr_conf,LatinR,NA,"En el Aula magna B, @datasketch nos muestra el prototipo de su aplicación en #LatinR2019  pic.twitter.com/Xj8OtwKRLR",[],"[{'id': 943420740891791362, 'id_str': '943420740891791362', 'screen_name': 'LatinR_Conf'}, {'id': 3416359102, 'id_str': '3416359102', 'screen_name': 'datasketch'}]",['datasketch'],[],['https://pbs.twimg.com/media/EFelwGiWsAA5YS5.jpg'],0,0,1,NA,['#latinr2019'],https://twitter.com/LatinR_Conf/status/1177592087962931200,NA,NA,NA,NA,NA,0,0,NA,0,0
1177591053475569700,1177591053475569700,1569594560000,2019-09-27,11:29:20,Argentina Standard Time,943420740891791400,latinr_conf,LatinR,NA,.@datasketch nos cuenta las ventajas de la aplicación web que se encuentran desarrollando y con la cual buscan contribuir a la democratización de los datos #LatinR2019  pic.twitter.com/1AViychgRb,[],"[{'id': 943420740891791362, 'id_str': '943420740891791362', 'screen_name': 'LatinR_Conf'}, {'id': 3416359102, 'id_str': '3416359102', 'screen_name': 'datasketch'}]",['datasketch'],[],['https://pbs.twimg.com/media/EFekz5jWsAAlJn8.jpg'],0,0,2,NA,['#latinr2019'],https://twitter.com/LatinR_Conf/status/1177591053475569664,NA,NA,NA,NA,NA,0,0,NA,0,0
1177590272684937200,1177590272684937200,1569594374000,2019-09-27,11:26:14,Argentina Standard Time,943420740891791400,latinr_conf,LatinR,NA,.@saryace presentando el uso de shiny para modelos predictivos aplicados a la ciencia del suelo #LatinR2019  pic.twitter.com/PYdrkWwRTV,[],"[{'id': 943420740891791362, 'id_str': '943420740891791362', 'screen_name': 'LatinR_Conf'}, {'id': 250129147, 'id_str': '250129147', 'screen_name': 'saryace'}]",['saryace'],[],['https://pbs.twimg.com/media/EFekGaaXUAALfVC.jpg'],0,1,2,NA,['#latinr2019'],https://twitter.com/LatinR_Conf/status/1177590272684937222,NA,NA,NA,NA,NA,0,0,NA,0,0
1177589838083551200,1177560287525974e3,1569594270000,2019-09-27,11:24:30,Argentina Standard Time,400694446,yabellini,Yanina Bellini Saibene,NA,Y miren lo que estoy viendo ahora en #LatinR2019  pic.twitter.com/fqQ59Bg0He,[],"[{'id': 400694446, 'id_str': '400694446', 'screen_name': 'yabellini'}, {'id': 53518964, 'id_str': '53518964', 'screen_name': 'angelini75'}, {'id': 860298213848473600, 'id_str': '860298213848473600', 'screen_name': 'DATAUC_CHILE'}, {'id': 91827446, 'id_str': '91827446', 'screen_name': 'alexisalvear'}, {'id': 711019423906316288, 'id_str': '711019423906316288', 'screen_name': 'ASamuelRosa'}, {'id': 943420740891791362, 'id_str': '943420740891791362', 'screen_name': 'LatinR_Conf'}]",[],[],['https://pbs.twimg.com/media/EFejtjCXUAAW42r.jpg'],0,0,2,NA,['#latinr2019'],https://twitter.com/yabellini/status/1177589838083551233,NA,NA,NA,NA,NA,0,0,NA,1,1
1177589804839473200,1177589804839473200,1569594262000,2019-09-27,11:24:22,Argentina Standard Time,943420740891791400,latinr_conf,LatinR,NA,📣 En estos momentos @datasketch presenta su proyecto en #LatinR2019  pic.twitter.com/psdRXUAceh,[],"[{'id': 943420740891791362, 'id_str': '943420740891791362', 'screen_name': 'LatinR_Conf'}, {'id': 3416359102, 'id_str': '3416359102', 'screen_name': 'datasketch'}]",['datasketch'],[],['https://pbs.twimg.com/media/EFejrQrXYAAq-Lr.jpg'],0,0,1,NA,['#latinr2019'],https://twitter.com/LatinR_Conf/status/1177589804839473154,NA,NA,NA,NA,NA,0,0,NA,0,0
1177589167183880200,1177589167183880200,1569594110000,2019-09-27,11:21:50,Argentina Standard Time,400694446,yabellini,Yanina Bellini Saibene,NA,En #LatinR2019 se habla en 3 idiomas y los autores los saben 👏👏👏👏 #rstats #rstatsES pic.twitter.com/CixOMYXAgB,[],"[{'id': 400694446, 'id_str': '400694446', 'screen_name': 'yabellini'}]",[],[],['https://pbs.twimg.com/media/EFejGdrXYAIQ22v.jpg'],0,2,4,NA,"['#latinr2019', '#rstats', '#rstatses']",https://twitter.com/yabellini/status/1177589167183880193,NA,NA,NA,NA,NA,0,0,NA,0,0
1177588984349937700,1177588984349937700,1569594067000,2019-09-27,11:21:07,Argentina Standard Time,943420740891791400,latinr_conf,LatinR,NA,.@pachamaltese mostrando los paquetes utilizados para desarrollar Open Trade Statistics en #LatinR2019  pic.twitter.com/vk2gVhnlxu,[],"[{'id': 943420740891791362, 'id_str': '943420740891791362', 'screen_name': 'LatinR_Conf'}, {'id': 2300614526, 'id_str': '2300614526', 'screen_name': 'pachamaltese'}]",['pachamaltese'],[],['https://pbs.twimg.com/media/EFei7mQX4AAtYT5.jpg'],0,2,5,NA,['#latinr2019'],https://twitter.com/LatinR_Conf/status/1177588984349937665,NA,NA,NA,NA,NA,0,0,NA,0,0
1177587906946437e3,1177587906946437e3,1569593810000,2019-09-27,11:16:50,Argentina Standard Time,943420740891791400,latinr_conf,LatinR,NA,Para pessoas que falam Português e/ou Espanhol: A @h2oai está contratando pessoas para a vaga de Customer Data Science na América do Sul. A descrição da vaga está no seguinte link:   https://h2oai.applytojob.com/apply/liP9HWeSWA/Customer-Data-Scientist-Brazil?referrer=201909251808563DYVT6K9ALRJ6B3Z … Também pode entrar em contato com a @ledell : 📩 erin@h2o.ai #LatinR2019  https://twitter.com/ledell/status/1176921860962959364 …,[],"[{'id': 943420740891791362, 'id_str': '943420740891791362', 'screen_name': 'LatinR_Conf'}, {'id': 481867656, 'id_str': '481867656', 'screen_name': 'h2oai'}, {'id': 21828411, 'id_str': '21828411', 'screen_name': 'ledell'}]","['h2oai', 'ledell']","['https://h2oai.applytojob.com/apply/liP9HWeSWA/Customer-Data-Scientist-Brazil?referrer=201909251808563DYVT6K9ALRJ6B3Z', 'https://twitter.com/ledell/status/1176921860962959364']",[],0,5,8,NA,['#latinr2019'],https://twitter.com/LatinR_Conf/status/1177587906946437121,NA,NA,NA,NA,NA,1,1176921860962959400,https://twitter.com/ledell/status/1176921860962959364,0,0
1177587863057293300,1177587863057293300,1569593799000,2019-09-27,11:16:39,Argentina Standard Time,943420740891791400,latinr_conf,LatinR,NA,"@pachamaltese presenta ""Open Trade Statistics: Database, API, Dashboard and Utility Program made with R"" en #LatinR2019  pic.twitter.com/RN94xQZnDS",[],"[{'id': 943420740891791362, 'id_str': '943420740891791362', 'screen_name': 'LatinR_Conf'}, {'id': 2300614526, 'id_str': '2300614526', 'screen_name': 'pachamaltese'}]",['pachamaltese'],[],"['https://pbs.twimg.com/media/EFeh6I-XkAEzE5A.jpg', 'https://pbs.twimg.com/media/EFeh6JCXYAAnlY8.jpg']",0,1,8,NA,['#latinr2019'],https://twitter.com/LatinR_Conf/status/1177587863057293312,NA,NA,NA,NA,NA,0,0,NA,0,0
1177587368725024800,1177587368725024800,1569593681000,2019-09-27,11:14:41,Argentina Standard Time,969665460160655400,superxponential,Jan Strappa,NA,@anadiedrichs exponiendo sobre predicción de heladas en #LatinR2019 #rstats @LatinR_Conf @RLadiesMza #Rladies pic.twitter.com/vd5XMtHUVW,[],"[{'id': 969665460160655360, 'id_str': '969665460160655360', 'screen_name': 'superXponential'}, {'id': 219330417, 'id_str': '219330417', 'screen_name': 'anadiedrichs'}, {'id': 943420740891791362, 'id_str': '943420740891791362', 'screen_name': 'LatinR_Conf'}, {'id': 964237278838231040, 'id_str': '964237278838231040', 'screen_name': 'RLadiesMza'}]","['anadiedrichs', 'latinr_conf', 'rladiesmza']",[],"['https://pbs.twimg.com/media/EFehcZ6XYAcHcCt.jpg', 'https://pbs.twimg.com/media/EFehdLLWwAACOhP.jpg', 'https://pbs.twimg.com/media/EFehdu5WwAAM7wQ.jpg']",0,5,8,NA,"['#latinr2019', '#rstats', '#rladies']",https://twitter.com/superXponential/status/1177587368725024769,NA,NA,NA,NA,NA,0,0,NA,0,0
1177586992726577200,1177586992726577200,1569593592000,2019-09-27,11:13:12,Argentina Standard Time,943420740891791400,latinr_conf,LatinR,NA,.@anadiedrichs hablando del F1 score obtenido en la optimización de sus modelos de #machinelearning #LatinR2019  pic.twitter.com/ay3bxMmrMB,[],"[{'id': 943420740891791362, 'id_str': '943420740891791362', 'screen_name': 'LatinR_Conf'}, {'id': 219330417, 'id_str': '219330417', 'screen_name': 'anadiedrichs'}]",['anadiedrichs'],[],['https://pbs.twimg.com/media/EFehHTWXYAEfI9e.jpg'],0,2,2,NA,"['#machinelearning', '#latinr2019']",https://twitter.com/LatinR_Conf/status/1177586992726577152,NA,NA,NA,NA,NA,0,0,NA,0,0
1177585575831978e3,1177585575831978e3,1569593254000,2019-09-27,11:07:34,Argentina Standard Time,108979413,patriloto,Patricia Loto,NA,Hay equipo en #LatinR2019  https://twitter.com/LatinR_Conf/status/1177579948359454720 …,[],"[{'id': 108979413, 'id_str': '108979413', 'screen_name': 'patriloto'}]",[],['https://twitter.com/LatinR_Conf/status/1177579948359454720'],[],0,0,3,NA,['#latinr2019'],https://twitter.com/patriloto/status/1177585575831977984,NA,NA,NA,NA,NA,1,1177579948359454700,https://twitter.com/LatinR_Conf/status/1177579948359454720,0,0
1177585264253964300,1177585264253964300,1569593180000,2019-09-27,11:06:20,Argentina Standard Time,943420740891791400,latinr_conf,LatinR,NA,@anadiedrichs en #LatinR2019  pic.twitter.com/eFcyNGl7lB,[],"[{'id': 943420740891791362, 'id_str': '943420740891791362', 'screen_name': 'LatinR_Conf'}, {'id': 219330417, 'id_str': '219330417', 'screen_name': 'anadiedrichs'}]",['anadiedrichs'],[],['https://pbs.twimg.com/media/EFefhz-XYAY3hqZ.jpg'],0,1,2,NA,['#latinr2019'],https://twitter.com/LatinR_Conf/status/1177585264253964289,NA,NA,NA,NA,NA,0,0,NA,0,0
1177585094661419e3,1177585094661419e3,1569593139000,2019-09-27,11:05:39,Argentina Standard Time,943420740891791400,latinr_conf,LatinR,NA,.@anadiedrichs hablando de heladas y como afectan a los cultivos #LatinR2019  pic.twitter.com/XWJN9r59e8,[],"[{'id': 943420740891791362, 'id_str': '943420740891791362', 'screen_name': 'LatinR_Conf'}, {'id': 219330417, 'id_str': '219330417', 'screen_name': 'anadiedrichs'}]",['anadiedrichs'],[],['https://pbs.twimg.com/media/EFefZGAWwAMZaZC.jpg'],0,2,4,NA,['#latinr2019'],https://twitter.com/LatinR_Conf/status/1177585094661419013,NA,NA,NA,NA,NA,0,0,NA,0,0
